,NORD,CNOR,CSUD,SUD,SARD,SICI
timesteps,,,,,,
2015-05-22T13:00:00,34206677.15,5641712.087,8522851.238,3905948.954,1330673.661,2942852.487
2015-05-22T14:00:00,34553930.93,5832927.536,8847921.333,4335232.05,1413611.024,3043040.022
2015-05-22T15:00:00,34354748.5,5955270.256,8838673.327,4503192.37,1468733.105,3115171.713
2015-05-22T16:00:00,34082799.17,5911680.342,8934434.381,4451627.466,1493229.184,3234164.822
2015-05-22T17:00:00,34305056.06,5959091.369,9122991.196,4582728.681,1521708.615,3337999.97
2015-05-22T18:00:00,33085757.15,5711617.749,9027099.704,4751539.285,1543235.742,3430282.5
2015-05-22T19:00:00,32206818.09,5490863.673,8677973.684,4540373.464,1525808.056,3261728.795
2015-05-22T20:00:00,29740469.89,4984853.723,7996658.767,4136889.411,1423986.411,2979131.912
2015-05-22T21:00:00,27952669.08,4645430.554,7423570.171,3854772.109,1332007.592,2745982.049
2015-05-22T22:00:00,23352942.95,3880794.375,6095776.326,3243132.911,1136354.551,2318291.06
2015-05-22T23:00:00,21672924.07,3606480.499,5572219.02,2987272.914,1038637.519,2133700.092
2015-05-23T00:00:00,20797602.95,3415857.302,5290138.221,2877993.012,995602.493,2032433.868
2015-05-23T01:00:00,20379012.5,3314375.166,5184045.654,2816278.875,973442.0515,1971610.19
2015-05-23T02:00:00,20051679.65,3303124.782,5108062.827,2801882.014,977156.717,1967738.612
2015-05-23T03:00:00,20039807.97,3211235.014,5058099.641,2703526.737,984848.7209,1979749.9
2015-05-23T04:00:00,20593814.5,3214772.256,5119118.122,2727641.242,995974.7232,2020519.223
2015-05-23T05:00:00,22820884.75,3558515.231,5745777.9,3172211.838,1110258.384,2334581.049
2015-05-23T06:00:00,25301075.7,3910733.194,6548614.324,3505935.642,1220039.448,2529515.232
2015-05-23T07:00:00,26989657.72,4143223.79,7243907.405,3743617.079,1247781.176,2657665.796
2015-05-23T08:00:00,27629798.43,4175800.163,7159809.415,3690524.272,1215786.132,2657746.273
2015-05-23T09:00:00,27433638.17,4196950.551,7355144.189,3743968.734,1185853.353,2669376.964
2015-05-23T10:00:00,25910166.18,4111184.27,7206875.393,4114661.83,1130167.015,2664166.751
2015-05-23T11:00:00,25255257.31,4029013.264,7230528.533,3774845.034,1213143.924,2568610.477
2015-05-23T12:00:00,25096441.9,4019314.906,7114416.176,3635160.895,1110129.653,2536002.244
2015-05-23T13:00:00,25503888.5,4010276.104,7133681.321,3578464,1181135.663,2523138.18
2015-05-23T14:00:00,25846848.97,4194310.288,7207898.826,3651522.871,1246625.147,2621696.324
2015-05-23T15:00:00,26598367.75,4363867.913,7395553.367,3863329.454,1317286.678,2750102.173
2015-05-23T16:00:00,27252087.07,4524380.487,7321800.658,3915384.33,1306984.659,2812179.112
2015-05-23T17:00:00,27220481.46,4662464.606,7476619.923,3909259.382,1346793.319,2814502.123
2015-05-23T18:00:00,26066249.13,4572634.984,7533499.245,4148605.917,1354493.36,2941774.588
2015-05-23T19:00:00,25622647.05,4404290.453,7318138.151,3892107.658,1345197.668,2776617.635
2015-05-23T20:00:00,24191559.64,4170877.441,6807519.843,3691630.607,1272279.676,2575944.789
2015-05-23T21:00:00,22973423.79,3929767.694,6398788.502,3424219.181,1208223.875,2445337.741
2015-05-23T22:00:00,21157820.3,3602518.094,5898162.747,3156791.873,1123458.883,2286928.36
2015-05-23T23:00:00,19577018.74,3379678.771,5404837.352,2917698.074,1065809.178,2102757.649
2015-05-24T00:00:00,18690979.57,3177698.696,5054583.546,2769192.513,1033078.862,1987192.46
2015-05-24T01:00:00,18279223.49,3130355.951,4925026.136,2686153.021,1017114.594,1917704.685
2015-05-24T02:00:00,18149128.32,3065245.049,4853421.813,2643682.43,1007149.452,1899495.975
2015-05-24T03:00:00,17612890.48,2934989.129,4710756.712,2562461.962,1008085.588,1856731.796
2015-05-24T04:00:00,17412556.66,2859083.262,4650641.984,2492590.491,991525.0803,1830079.893
2015-05-24T05:00:00,18682609.51,3029776.225,5026903.657,2775798.22,1070769.726,2029569.421
2015-05-24T06:00:00,20489648.46,3254660.739,5630386.802,3047244.751,1143961.116,2222001.975
2015-05-24T07:00:00,22216430.2,3514965.217,6090265.382,3096710.452,1206245.553,2432135.628
2015-05-24T08:00:00,22889289.34,3771725.899,6285949.494,3365399.461,1263360.271,2493794.431
2015-05-24T09:00:00,22747478.08,3858697.003,6387510.054,3351388.405,1231344.103,2500392.924
2015-05-24T10:00:00,23253592.35,3770964.171,6595399.88,2991611.799,1204915.152,2491855.995
2015-05-24T11:00:00,22541699.07,3750990.226,6799912.575,2849826.307,1099137.451,2421597.075
2015-05-24T12:00:00,22838283.01,3544174.299,6627442.331,3055736.817,1151057.133,2365992.546
2015-05-24T13:00:00,22901415.01,3675616.227,6704218.601,3281243.59,1198479.225,2393989.865
2015-05-24T14:00:00,23060625.35,3937394.728,6647621.847,3355971.95,1200582.853,2460889.64
2015-05-24T15:00:00,23414790.41,3986244.403,6788785.003,3507699.941,1239797.464,2523229.829
2015-05-24T16:00:00,23841333.39,4135725.872,6737112.519,3533349.093,1283552.726,2560144.478
2015-05-24T17:00:00,24467602.59,4289511.455,6906853.046,3532297.465,1318806.484,2615529.377
2015-05-24T18:00:00,24376556.17,4318584.549,7222671.753,3820945.359,1352413.167,2772889.444
2015-05-24T19:00:00,25075947.03,4399239.533,7242945.091,3784569.374,1360431.347,2732241.84
2015-05-24T20:00:00,23902222.19,4108864.533,6829759.696,3569620.114,1294276.049,2559937.281
2015-05-24T21:00:00,22559156.51,3854059.549,6300385.634,3328082.204,1224867.883,2378670.978
2015-05-24T22:00:00,22917297.57,3907878.03,6309566.092,3267052.764,1232240.413,2396410.763
2015-05-24T23:00:00,21250460.81,3599729.791,5763250.428,2990934.54,1143643.995,2189156.653
2015-05-25T00:00:00,20402244.21,3479762.336,5493601.082,2858994.354,1108578.254,2084545.969
2015-05-25T01:00:00,20090801.1,3393326.941,5365046.235,2825873.331,1081091.976,2034696.646
2015-05-25T02:00:00,20513932.82,3421809.991,5397952.161,2815137.112,1085417.727,2042160.367
2015-05-25T03:00:00,21447080.05,3515174.026,5524803.556,2756684.586,1103644.015,2072699.05
2015-05-25T04:00:00,24880100.39,3949886.737,6099546.475,3024475.918,1158547.189,2191762.532
2015-05-25T05:00:00,29564806.88,4638913.057,7234910.196,3487547.046,1309522.39,2555239.055
2015-05-25T06:00:00,33803591.13,5259841.31,8219508.073,3813854.454,1417999.02,2780894.085
2015-05-25T07:00:00,35382032.11,5504214.858,8556896.815,3958492.754,1436120.9,2896269.897
2015-05-25T08:00:00,35857740.85,5451801.667,8681235.018,3977764.002,1409078.864,2807270.034
2015-05-25T09:00:00,35857655.49,5491328.877,8626007.464,3924625.014,1395574.029,2759014.26
2015-05-25T10:00:00,33869138.5,5290610.154,8638720.868,3946163.441,1378686.078,2750105.789
2015-05-25T11:00:00,34481862.94,5303875.109,8663791.251,4087449.48,1323661.498,2711476.214
2015-05-25T12:00:00,35603425.16,5498005.8,8830816.082,3892690.819,1352004.182,2691677.174
2015-05-25T13:00:00,36270664.24,5594436.487,8934191.649,3739259.114,1385324.084,2756884.247
2015-05-25T14:00:00,36596247.51,5734646.621,9001015.05,4086163.666,1420821.95,2867232.146
2015-05-25T15:00:00,36526124.59,5997191.302,9101411.086,4107229.931,1486091.765,3000880.334
2015-05-25T16:00:00,35774558.23,5931788.758,9090082.984,4335191.562,1528078.498,3044818.985
2015-05-25T17:00:00,35606606.75,5981466.516,9216848.943,4463515.815,1581128.856,3189116.949
2015-05-25T18:00:00,34625626.78,5840217.051,9284563.351,4734766.404,1600338.939,3335164.442
2015-05-25T19:00:00,33928972.19,5705944.358,9041423.863,4546114.562,1575360.53,3174400.401
2015-05-25T20:00:00,31081267.33,5199847.395,8317016.296,4188489.117,1460613.466,2908536.608
2015-05-25T21:00:00,28905011.02,4761319.245,7617097.43,3825783.37,1351357.16,2670671.848
2015-05-25T22:00:00,25585705.71,4265717.485,6596356.127,3374446.294,1203376.451,2360726.275
2015-05-25T23:00:00,23685550.29,3947199.629,6015002.762,3133214.723,1118395.172,2154675.421
2015-05-26T00:00:00,22736512.96,3747780.27,5692457.659,3011339.639,1074549.467,2033239.384
2015-05-26T01:00:00,22074589.41,3692274.463,5537535.317,2924600.044,1049886.399,1990094.284
2015-05-26T02:00:00,22171575.45,3645487.636,5523492.801,2865328.448,1053607.329,1987165.457
2015-05-26T03:00:00,22845600.41,3719525.818,5585387.585,2848482.154,1062932.067,2012697.299
2015-05-26T04:00:00,25361030.58,4058328.666,6129418.361,2953340.542,1134364.595,2129505.565
2015-05-26T05:00:00,29930151.94,4703898.45,7280139.851,3410963.682,1289814.566,2479192.565
2015-05-26T06:00:00,34586307.43,5285353.568,8264211.285,3846079.811,1382373.223,2775298.282
2015-05-26T07:00:00,36311008.1,5508211.831,8672989.401,3974118.346,1425127.282,2873263.718
2015-05-26T08:00:00,35534371.59,5455246.445,8592235.36,3854695.384,1371302.062,2747923.366
2015-05-26T09:00:00,35104585.31,5494099.441,8429541.105,3771698.556,1342574.763,2700347.48
2015-05-26T10:00:00,33367888.54,5457510.277,8628659.933,4004593.854,1402847.212,2789841.291
2015-05-26T11:00:00,33700452.06,5455450.976,8667369.828,3842306.528,1348698.506,2687095.183
2015-05-26T12:00:00,34997864.79,5650132.892,8810958.221,3910247.506,1275320.078,2623943.72
2015-05-26T13:00:00,36254263.04,5548011.326,8958383.811,4008237.995,1298674.813,2687012.249
2015-05-26T14:00:00,36759674.14,5646658.457,9000175.694,4411000.885,1375543.462,2855268.188
2015-05-26T15:00:00,36398072.85,5722082.051,9044589.105,4331149.615,1475002.278,2948956.556
2015-05-26T16:00:00,35774951.33,5754314.497,9005125.679,4402124.313,1523919.454,3063610.773
2015-05-26T17:00:00,35513061.66,5843251.267,9269681.472,4506027.122,1553984.621,3226588.304
2015-05-26T18:00:00,34160336.81,5688158.447,9176394.759,4713714.825,1554271.733,3256654.824
2015-05-26T19:00:00,33300915.55,5495426.298,8817970.179,4507882.825,1530379.193,3059349.427
2015-05-26T20:00:00,30597425.4,5002114.223,8056213.281,4105585.627,1418819.672,2797014.324
2015-05-26T21:00:00,28429378.55,4575507.773,7365931.403,3754003.342,1327260.365,2556522.287
2015-05-26T22:00:00,26077075.72,4279495.616,6561431.436,3387891.716,1223876.103,2345760.664
2015-05-26T23:00:00,24274342.7,4002066.073,6027430.345,3095363.928,1144977.613,2144232.292
2015-05-27T00:00:00,23070850.85,3754501.208,5722116.532,2945744.786,1098529.024,2021548.154
2015-05-27T01:00:00,22676319.56,3717592.313,5600737.881,2939683.743,1079248.664,1993476.219
2015-05-27T02:00:00,22748017.63,3736283.987,5559163.013,2961614.003,1080385.051,1989407.477
2015-05-27T03:00:00,23118926.63,3803239.286,5593670.036,2938326.112,1136248.496,2027054.56
2015-05-27T04:00:00,25380664.3,4172821.337,6111830.624,3183637.01,1165676.952,2146205.49
2015-05-27T05:00:00,29948996,4864670.621,7198123.595,3613932.234,1302544.433,2561107.919
2015-05-27T06:00:00,33998630.45,5558345.782,8161973.613,3919027.689,1397453.97,2809308.066
2015-05-27T07:00:00,35074157.97,5871818.565,8315010.071,4354752.872,1413099.709,2861049.257
2015-05-27T08:00:00,35487786.7,5812265.618,8385248.54,4360284.738,1417456.405,2853804.638
2015-05-27T09:00:00,36132373.96,5898160.173,8341863.961,4289199.023,1461426.776,2870743.298
2015-05-27T10:00:00,33966762.86,5394039.836,7924265.715,4535533.651,1438739.981,2890110.827
2015-05-27T11:00:00,34172169.66,5103141.984,7604861.185,4481874.457,1395388.654,2795804.814
2015-05-27T12:00:00,35093966.09,5437600.288,7815866.978,4261136.771,1434195.379,2773177.095
2015-05-27T13:00:00,36159013.66,5497132.034,8133882.684,4168225.882,1398386.674,2798188.141
2015-05-27T14:00:00,36841305.61,5678509.685,8753071.556,4173331.049,1377336.604,2900542.131
2015-05-27T15:00:00,36135347.12,5755833.987,8863968.388,4444773.289,1461205.522,3018009.282
2015-05-27T16:00:00,35415307.63,5774291.221,8940791.048,4428375.596,1553524.834,3151847.1
2015-05-27T17:00:00,35463780.28,5923714.067,9176151.924,4495176.639,1592974.576,3178761.221
2015-05-27T18:00:00,34339058.14,5735540.785,9149746.04,4718302.044,1598487.065,3276434.76
2015-05-27T19:00:00,33670126.95,5563224.637,8892923.539,4621492.209,1577182.435,3150135.809
2015-05-27T20:00:00,30980266.34,5147063.327,8113607.568,4230007.786,1471632.268,2891960.507
2015-05-27T21:00:00,28726706.4,4805714.667,7373788.049,3827635.055,1377145.4,2652618.434
2015-05-27T22:00:00,26335667.47,4358303.551,6691322.981,3522760.455,1256806.036,2416879.541
2015-05-27T23:00:00,24514872.91,4050993.056,6098369.257,3199633.003,1177478.033,2216040.673
2015-05-28T00:00:00,23426807.92,3884158.096,5815762.701,3072736.079,1134044.531,2105598.424
2015-05-28T01:00:00,23001630.1,3842436.488,5659024.338,2985633.951,1113601.821,2060909.515
2015-05-28T02:00:00,22884552.36,3760246.206,5643748.902,3027782.836,1109085.387,2052419.073
2015-05-28T03:00:00,23288019.35,3828350.001,5702435.717,2996744.541,1142800.544,2087969.823
2015-05-28T04:00:00,25745456.47,4168673.603,6173081.691,3155464.909,1190222.398,2216826.211
2015-05-28T05:00:00,30060081.08,4821562.278,7260572.133,3537727.711,1336695.956,2616842.913
2015-05-28T06:00:00,33954390.45,5556664.928,8205840.604,4057551.106,1440659.594,2842435.938
2015-05-28T07:00:00,35642411.47,5781747.132,8636184.239,4214707.238,1468071.588,2980623.006
2015-05-28T08:00:00,35900653.67,5811023.799,8723435.213,4282797.036,1441843.371,2952659.017
2015-05-28T09:00:00,35990612.85,5721630.604,8659379.909,4425851.635,1422170.887,2976266.828
2015-05-28T10:00:00,34248669.09,5383160.493,8631522.951,4230217.933,1431914.792,2918666.438
2015-05-28T11:00:00,34787336.23,5300322.577,8365872.772,4076420.348,1388861.306,2773977.02
2015-05-28T12:00:00,35565309.02,5489034.386,8468688.623,4045198.514,1364772.276,2632424.674
2015-05-28T13:00:00,36064324.75,5672377.397,8612870.553,3957947.093,1427191.535,2840907.656
2015-05-28T14:00:00,36145662.54,5858778.659,8766561.088,4107948.784,1453834.09,3002765.751
2015-05-28T15:00:00,35680249.19,5906432.974,8857338.617,4230349.507,1525762.731,3045496.977
2015-05-28T16:00:00,35110585.12,5833194.126,8863346.013,4283444.205,1556795.462,3105530.855
2015-05-28T17:00:00,34768023.96,5901307.809,9103525.948,4417619.708,1592720.326,3221428.583
2015-05-28T18:00:00,33889641.79,5734441.394,9021694.165,4542795.017,1597608.092,3284247.059
2015-05-28T19:00:00,33338810.38,5619991.431,8810006.013,4512127.961,1597389.855,3160197.178
2015-05-28T20:00:00,30665409.46,5206552.742,8090501.92,4138295.39,1479447.735,2908350.886
2015-05-28T21:00:00,28617916.88,4767068.311,7423272.894,3797250.958,1380765.711,2667675.016
2015-05-28T22:00:00,25465057.78,4290944.995,6527055.989,3388186.352,1235101.41,2323805.788
2015-05-28T23:00:00,23548404.05,3926224.687,5934862.627,3067725.767,1122658.25,2105728.52
2015-05-29T00:00:00,22648982.6,3685584.32,5633714.981,2937109.695,1099593.438,2000909.102
2015-05-29T01:00:00,22257377.77,3613854.647,5503465.634,2890626.787,1076710.459,1959378.958
2015-05-29T02:00:00,22182205.62,3604798.384,5467420.978,2889510.392,1088793.681,1956129.935
2015-05-29T03:00:00,22438652.36,3642116.021,5474937.549,2827581.485,1105163.935,1973896.442
2015-05-29T04:00:00,24836798.4,4007617.987,5992100.31,3030821.065,1156073.912,2101693.133
2015-05-29T05:00:00,29093943.15,4650193.618,7012580.55,3455203.62,1300897.508,2503364.273
2015-05-29T06:00:00,33000074.9,5274663.059,7933923.112,3783950.953,1407526.211,2777334.126
2015-05-29T07:00:00,34638105.39,5546589.501,8366448.444,3772857.799,1438580.427,2849920.952
2015-05-29T08:00:00,34886278.87,5591352.248,8416951.677,3786839.617,1417240.809,2725585.904
2015-05-29T09:00:00,35033036.74,5524652.319,8432216.82,3854831.987,1408201.135,2669433.551
2015-05-29T10:00:00,33333703.08,5306719.689,8405744.378,3874325.417,1406063.061,2673217.927
2015-05-29T11:00:00,34081088.13,5175817.175,8286379.788,3743978.43,1371239.41,2622144.755
2015-05-29T12:00:00,34866471.7,5324323.101,8414281.514,3782905.233,1342621.514,2652708.196
2015-05-29T13:00:00,35315273.43,5435206.934,8617328.362,3839906.328,1360473.742,2756087.518
2015-05-29T14:00:00,35295945.31,5626364.83,8759352.636,3949207.081,1418799.924,2897150.213
2015-05-29T15:00:00,34637116.17,5640737.697,8848802.863,4125250.134,1491839.493,3021900.431
2015-05-29T16:00:00,33990086.78,5678282.819,8825242.653,4261601.671,1534158.541,3082246.171
2015-05-29T17:00:00,33848178.79,5745448.46,8950285.289,4400445.189,1581660.002,3160337.582
2015-05-29T18:00:00,32655128.61,5587138.226,8916118.433,4625143.269,1586605.021,3205695.897
2015-05-29T19:00:00,32032378.97,5452775.675,8724763.505,4529295.715,1564287.352,3069369.952
2015-05-29T20:00:00,29996053.37,5023279.893,8074067.896,4118978.068,1472486.194,2843745.263
2015-05-29T21:00:00,28171337.57,4636483.347,7527562.947,3803060.361,1389650.445,2633032.022
2015-05-29T22:00:00,23988691.96,4090762.84,6428520.973,3279537.449,1227247.473,2241878.123
2015-05-29T23:00:00,22253478.83,3734626.8,5856379.632,2961196.236,1148018.416,2039227.151
2015-05-30T00:00:00,21299751.19,3555678.645,5583055.646,2807716.622,1104297.069,1931680.53
2015-05-30T01:00:00,20780071.96,3474091.723,5449259.529,2715917.306,1088107.183,1886795.896
2015-05-30T02:00:00,20524230.61,3436352.852,5401337.477,2740374.912,1084808.578,1883967.063
2015-05-30T03:00:00,19959982.02,3325021.237,5266918.242,2621157.356,1090128.436,1872067.492
2015-05-30T04:00:00,20143489.79,3351145.862,5367069.502,2659684.895,1097014.5,1915269.871
2015-05-30T05:00:00,22242204.41,3688061.62,6075284.527,3035763.951,1208288.74,2234961.102
2015-05-30T06:00:00,25137065.29,4098194.583,6887808.281,3350418.659,1307045.919,2495845.837
2015-05-30T07:00:00,27045138.87,4387090.161,7436795.063,3505055.078,1373463.444,2593395.447
2015-05-30T08:00:00,27696555.86,4417578.796,7537003.339,3503142.504,1365567.739,2586751.797
2015-05-30T09:00:00,27586025.93,4358958.123,7519631.431,3541708.625,1382294.299,2599607.027
2015-05-30T10:00:00,26472007.11,4162138.991,7476648.919,3585978.32,1394659.132,2587221.874
2015-05-30T11:00:00,25993912.84,4012900.655,7332855.368,3462481.015,1331055.124,2517462.977
2015-05-30T12:00:00,25640005.24,4072420.125,7264043.799,3368786.835,1425383.061,2452563.188
2015-05-30T13:00:00,25385303.77,4164823.031,7263919.967,3499074.776,1447075.187,2482119.535
2015-05-30T14:00:00,25897348.66,4331843.236,7337685.277,3628876.946,1443932.725,2597650.285
2015-05-30T15:00:00,26778334.26,4469272.129,7287338.089,3846765.996,1416277.084,2738399.52
2015-05-30T16:00:00,26785075.98,4483815.906,7625868.469,3767156.017,1435016.843,2813422.512
2015-05-30T17:00:00,26516511.05,4675896.343,7909865.194,3958279.629,1455948.463,2852070.294
2015-05-30T18:00:00,25570764.14,4622340.35,7920135.606,4226913.037,1466130.385,3001410.578
2015-05-30T19:00:00,25844074.33,4602104.402,7692244.791,3988315.932,1443146.203,2883898.519
2015-05-30T20:00:00,24825764.71,4366670.449,7246497.806,3690886.301,1359627.319,2696122.132
2015-05-30T21:00:00,23617172.5,4037383.163,6790179.787,3441898.107,1299174.611,2503974.271
2015-05-30T22:00:00,21457043.09,4090098.106,6266143.454,3278997.094,1227060.684,2241491.428
2015-05-30T23:00:00,19931422.35,3749309.027,5725455.68,2973131.25,1152144.099,2047768.217
2015-05-31T00:00:00,19001440.31,3577137.69,5461628.964,2825160.433,1110327.028,1944163.863
2015-05-31T01:00:00,18391241.5,3499420.393,5326612.566,2736506.691,1095224.501,1901530.298
2015-05-31T02:00:00,18118582.17,3445720.365,5258818.31,2747989.656,1087440.835,1889416.41
2015-05-31T03:00:00,17439391.83,3316017.245,5095424.794,2613838.114,1087598.328,1866829.615
2015-05-31T04:00:00,16724954.15,3329725.726,5123636.913,2642272.711,1090995.474,1902809.173
2015-05-31T05:00:00,17550916.11,3645651.794,5725891.19,3001289.489,1196371.643,2210290.109
2015-05-31T06:00:00,19448604.44,4045003.907,6462068.175,3307180.568,1292099.42,2464903.32
2015-05-31T07:00:00,21208444.18,4323765.013,6989657.053,3453578.791,1355669.174,2556557.421
2015-05-31T08:00:00,22303241.43,4366578.938,7132682.664,3461685.304,1351236.857,2557083.741
2015-05-31T09:00:00,23473196.78,4307679.178,7196715.158,3500024.559,1367884.994,2569776.618
2015-05-31T10:00:00,23200706.5,4124526.559,7223543.365,3555403.605,1384090.096,2565341.661
2015-05-31T11:00:00,22394056.92,3965963.414,7047795.632,3424326.27,1317865.831,2490158.258
2015-05-31T12:00:00,21987844.35,4030238.173,6981246.128,3334497.609,1413529.997,2428024.756
2015-05-31T13:00:00,22300282.49,4111415.641,7004101.612,3455660.521,1432067.792,2451050.949
2015-05-31T14:00:00,22277730.95,4272057.178,7036231.084,3580277.544,1427132.933,2562871.048
2015-05-31T15:00:00,23099048.03,4400795.653,6971839.876,3791102.253,1397035.299,2698564.821
2015-05-31T16:00:00,23412394.01,4418343.126,7333478.43,3713933.944,1416619.092,2775335.148
2015-05-31T17:00:00,23432390.87,4627025.281,7655447.148,3918552.903,1442215.769,2823640.618
2015-05-31T18:00:00,23214216.97,4585220.101,7725998.252,4196738.413,1455699.652,2979816.682
2015-05-31T19:00:00,24315967.21,4557201.726,7541820.609,3951815.061,1430528.62,2857777.365
2015-05-31T20:00:00,23609468.36,4313577.178,7106329.73,3647727.39,1344708.191,2665236.278
2015-05-31T21:00:00,22333701.27,3961973.32,6619439.962,3380598.31,1277984.56,2460106.237
2015-05-31T22:00:00,22824301.05,3960058.011,6283731.017,3489263.512,1270695.98,2290424.104
2015-05-31T23:00:00,20881866.84,3683410.718,5778993.221,3063488.058,1183835.334,2120552.768
2015-06-01T00:00:00,20001702.16,3481725.677,5479181.46,2929525.889,1140724.958,2012779.459
2015-06-01T01:00:00,19497112.12,3435621.499,5361769.991,2872177.217,1128579.739,1969776.64
2015-06-01T02:00:00,19538703.8,3390411.636,5352292.011,2871439.07,1127867.787,1970092.089
2015-06-01T03:00:00,19763519.73,3394656.329,5336502.749,2831579.752,1149027.529,2000633.444
2015-06-01T04:00:00,21119200.79,3620950.937,5700001.064,3017837.886,1189598.24,2113727.781
2015-06-01T05:00:00,24021861.42,4176856.524,6592374.742,3499185.094,1326977.518,2461970.614
2015-06-01T06:00:00,27014974.14,4684098.795,7496387.549,3909625.095,1439228.378,2763298.686
2015-06-01T07:00:00,28448665.53,4912367.539,7987171.911,4189365.312,1471039.809,2925031.803
2015-06-01T08:00:00,29027102.91,4937841.198,8087102.331,4121486.356,1453056.961,2909365.128
2015-06-01T09:00:00,29232438.37,4893025.253,8100859.18,4125068.421,1432455.7,2912909.731
2015-06-01T10:00:00,28567823.12,4794397.73,8119868.515,4055177.876,1417345.388,2930400.488
2015-06-01T11:00:00,28590411.47,4690017.206,7974948.224,4095687.657,1396015.436,2879068.506
2015-06-01T12:00:00,29131015.27,3630607.416,5558775.085,7630179.865,1357173.235,2813027.151
2015-06-01T13:00:00,29517865.48,4152623.916,5889600.178,7253347.03,1364971.759,2927084.638
2015-06-01T14:00:00,29633555.52,5128130.427,8516295.788,4149247.165,1443924.888,2885585.687
2015-06-01T15:00:00,30328057.54,5211232.764,8701160.611,4329140.966,1501789.406,3024394.823
2015-06-01T16:00:00,30656858.48,5255234.262,8889766.345,4341682.592,1546013.669,3070895.429
2015-06-01T17:00:00,30835440.2,5523047.538,8826023.821,4575117.007,1610102.107,3139272.228
2015-06-01T18:00:00,29626272.7,5301340.551,8887781.723,4663557.015,1616340.632,3227308.383
2015-06-01T19:00:00,29229326.87,5222290.329,8720562.252,4531770.021,1593895.75,3097438.205
2015-06-01T20:00:00,27275747.84,4819748.289,8112139.253,4187292.103,1505767.584,2867276.976
2015-06-01T21:00:00,25346110.84,4484823.402,7473601.159,3826263.853,1412399.796,2643181.424
2015-06-01T22:00:00,23590291.13,4099134.275,6686424.483,3501957.5,1303775.382,2385939.577
2015-06-01T23:00:00,21543168.88,3849278.998,6074802.065,3210012.977,1212856.293,2167947.25
2015-06-02T00:00:00,20461972.87,3658956.166,5721830.029,3027655.025,1164880.708,2052312.551
2015-06-02T01:00:00,19761669.4,3564837.689,5529847.42,2959352.955,1138640.488,1989902.403
2015-06-02T02:00:00,19501910.78,3520133.985,5453370.635,2920084.486,1132979.783,1970113.29
2015-06-02T03:00:00,18813101.85,3421674.51,5300159.853,2796891.879,1133073.697,1946956.62
2015-06-02T04:00:00,19091266.98,3409383.774,5380940.553,2811609.75,1141074.935,1982801.804
2015-06-02T05:00:00,20941623.42,3703847.34,5998730.691,3136778.54,1226553.032,2250898.122
2015-06-02T06:00:00,23193154.92,4012271.693,6739471.655,3471108.782,1329235.087,2520697.552
2015-06-02T07:00:00,25032928.13,4222801.967,7297258.647,3656693.587,1385177.98,2679053.916
2015-06-02T08:00:00,25649928.62,4276833.094,7393156.759,3692829.126,1375508.785,2634966.351
2015-06-02T09:00:00,26180041.33,4346411.005,7436344.376,3775989.123,1369638.166,2603374.636
2015-06-02T10:00:00,26039123.37,4307298.486,7479165.548,3841646.102,1370482.554,2628982.267
2015-06-02T11:00:00,25479086.23,4238250.573,7375262.794,3699800.483,1333684.068,2504680.318
2015-06-02T12:00:00,25293653.8,4376642.124,7326254.777,3551253.872,1313100.054,2446033.028
2015-06-02T13:00:00,25565589.96,4418377.574,7470975.64,3595824.568,1317877.575,2536398.129
2015-06-02T14:00:00,25988972.36,4586799.602,7525778.588,3712843.14,1360525.966,2661268.303
2015-06-02T15:00:00,26850417.2,4816412.697,7943878.196,3828713.464,1441691.012,2775629.376
2015-06-02T16:00:00,27598167.78,4978019.642,8044304.904,3992682.808,1506680.411,2873573.548
2015-06-02T17:00:00,28170352.96,5144595.02,8209860.644,4120356.287,1548049.02,2953249.488
2015-06-02T18:00:00,27624487.21,5051285.753,8279393.694,4322429.378,1561432.315,3038444.909
2015-06-02T19:00:00,27906680.25,5052257.521,8234816.563,4297789.145,1558803.597,2999404.806
2015-06-02T20:00:00,26900232.6,4814136.638,7764815.718,4069530.911,1484479.766,2821978.945
2015-06-02T21:00:00,24785056.98,4430864.317,7208242.566,3812536.233,1403543.336,2617916.835
2015-06-02T22:00:00,22993384.09,3901109.341,6598539.009,3335467.482,1261445.503,2317641.629
2015-06-02T23:00:00,21053350.57,3537869.242,6028233.556,3047771.477,1171575.284,2094680.257
2015-06-03T00:00:00,20283920.87,3415895.232,5732801.196,2923141.961,1133036.688,1995301.313
2015-06-03T01:00:00,19975338.45,3337796.12,5590174.426,2896545.852,1114768.898,1948974.528
2015-06-03T02:00:00,20165762.55,3311689.351,5575590.14,2885575.513,1113556.93,1944114.396
2015-06-03T03:00:00,20911036.26,3396731.402,5620757.376,2835235.472,1132130.743,1956302.315
2015-06-03T04:00:00,24201776.72,3841741.466,6183376.338,3139817.421,1161282.527,2074178.288
2015-06-03T05:00:00,28794038.74,4536004.152,7190442.519,3612255.367,1294051.196,2480595.281
2015-06-03T06:00:00,33395487.29,5220674.535,8225688.289,3990598.492,1402083.384,2758119.562
2015-06-03T07:00:00,35777825.36,5586266.065,8872410.935,4179555.305,1444068.452,2843054.765
2015-06-03T08:00:00,36234521.48,5612532.525,8975200.365,4188946.586,1428870.377,2836012.742
2015-06-03T09:00:00,36448168.09,5608211.023,8865753.753,4419807.909,1422094.045,2840335.345
