,NORD,CNOR,CSUD,SUD,SARD,SICI
timesteps,,,,,,
2015-03-31T01:00:00,23741320.33,3579195.297,5712680.954,2887055.173,1109154.832,2075792.887
2015-03-31T02:00:00,23897664.29,3535732.573,5713116.279,2854918.151,1112156.849,2075235.317
2015-03-31T03:00:00,25351666.25,3779818.402,5999378.261,2905116.806,1143990.952,2167102.528
2015-03-31T04:00:00,28789567.18,4396775.093,6775277.975,3189042.024,1254557.692,2392399.3
2015-03-31T05:00:00,32659295.7,5109225.151,7729262.267,3675644.716,1422370.964,2719540.596
2015-03-31T06:00:00,36927492.65,5861325.491,8596031.991,4091665.778,1555044.907,2998165.852
2015-03-31T07:00:00,38453347.59,6033408.768,8934159.611,4207617.021,1596250.274,2970012.317
2015-03-31T08:00:00,38683070.42,5884673.716,8851258.613,4097555.973,1515216.827,2997608.925
2015-03-31T09:00:00,38900562.53,5966411.059,8359235.026,4402523.357,1500366.047,2957566.75
2015-03-31T10:00:00,36946940.73,5604602.581,8342321.124,4332672.827,1494923.889,2856370.513
2015-03-31T11:00:00,37123713.06,5439372.702,8726355.96,3806305.066,1423636.267,2805126.165
2015-03-31T12:00:00,37107968.03,5596953.967,8583394.474,4205480.223,1480758.542,2956151.704
2015-03-31T13:00:00,37986626.25,5873315.547,8544058.215,4408250.112,1507678.995,3045953.14
2015-03-31T14:00:00,38032681.81,5935877.678,9145354.27,4157014.566,1512424.727,3113375.925
2015-03-31T15:00:00,37668356.48,6155377.926,9144269.02,4564495.811,1569517.003,3256358.752
2015-03-31T16:00:00,37599751.69,6235135.501,9279034.889,4645974.257,1626978.684,3376842.396
2015-03-31T17:00:00,38838169.05,6547246.044,9996533.226,5079043.189,1731076.583,3729151.622
2015-03-31T18:00:00,39059842.25,6512324.713,10145444.6,5177437.845,1807064.863,3816880.368
2015-03-31T19:00:00,36570575.33,6022828.145,9515208.515,4842610.235,1701519.52,3622293.744
2015-03-31T20:00:00,33448235.43,5516827.06,8655738.567,4480869.4,1587584.421,3308759.803
2015-03-31T21:00:00,30704696.27,5044242.939,7756781.067,4164415.501,1454353.447,3018175.083
2015-03-31T22:00:00,27470085.16,4489429.293,7091801.977,3590556.83,1307859.098,2632500.313
2015-03-31T23:00:00,25251934.66,4057601.497,6372747.215,3313189.764,1210608.76,2363471.136
2015-04-01T00:00:00,24181483.2,3941050.028,5742494.31,3325581.512,1160163.935,2224794.791
2015-04-01T01:00:00,23738535.4,3871796.816,5516506.22,3352047.25,1144571.845,2188796.633
2015-04-01T02:00:00,23818987.81,3853644.081,5544915.001,3295916.876,1149032.951,2198400.131
2015-04-01T03:00:00,25089784.93,4002299.846,5791760.925,3354888.605,1183060.216,2255526.793
2015-04-01T04:00:00,29099244.15,4577988.117,6522372.114,3527163.179,1302204.51,2458229.883
2015-04-01T05:00:00,33164490.25,5332021.154,7410685.518,3949426.879,1464900.6,2806128.587
2015-04-01T06:00:00,37571050.61,6053593.39,8409922.157,4306076.879,1578335.163,3136047.619
2015-04-01T07:00:00,38881049.38,6122215.399,8834963.46,4250472.267,1643187.888,3163515.132
2015-04-01T08:00:00,38896460.75,5947723.126,8821471.771,4128853.909,1623850.681,3053272.233
2015-04-01T09:00:00,38506096.41,5900452.215,8772627.281,4009685.698,1631187.596,2932407.974
2015-04-01T10:00:00,36608656.2,5579960.402,8721049.233,4191718.358,1549396.418,2879559.406
2015-04-01T11:00:00,36735663.79,5469979.589,8624293.615,4222365.948,1548459.782,2871041.675
2015-04-01T12:00:00,37964893.26,5584339.846,8510247.981,4263174.339,1426800.952,2905520.376
2015-04-01T13:00:00,38406144.58,5686851.644,8527716.56,4043311.676,1369391.634,2958428.459
2015-04-01T14:00:00,38730468.92,5932820.474,8763557.013,4251161.393,1390623.63,3029068.571
2015-04-01T15:00:00,38227524.31,6148159.257,9088447.721,4440318.057,1452455.557,3173231.546
2015-04-01T16:00:00,37770102.75,6310660.502,9177215.112,4831213.912,1548407.207,3277729.532
2015-04-01T17:00:00,38831688.3,6644183.285,9737170.46,5217114.842,1650372.957,3616624.744
2015-04-01T18:00:00,39262337.83,6639824.264,9869041.891,5257405.258,1698362.24,3758425.786
2015-04-01T19:00:00,36911831.9,6153599.443,9194238.727,4982418.109,1569959.28,3492853.05
2015-04-01T20:00:00,33994367.14,5636949.46,8478286.401,4570717.343,1464494.821,3212504.093
2015-04-01T21:00:00,30935017.72,5167542.926,7766567.637,4177711.367,1330850.784,2873642.932
2015-04-01T22:00:00,27516858.62,4480431.798,6731074.519,3723211.786,1280850.937,2563727.958
2015-04-01T23:00:00,25367715.29,4133654.96,6092520.895,3341511.92,1180176.915,2317891.882
2015-04-02T00:00:00,24352007.97,3965843.404,5824487.661,3112382.467,1129625.996,2190136.334
2015-04-02T01:00:00,23871684.7,3899850.804,5671407.135,2990872.941,1109388.136,2135871.51
2015-04-02T02:00:00,23831251.55,3820258.114,5651882.818,2936881.825,1109477.628,2134565.248
2015-04-02T03:00:00,25103385.87,3985354.735,5871270.464,3072031.026,1153405.746,2214837.748
2015-04-02T04:00:00,28678318.58,4494345.796,6343890.238,3463487.292,1257230.132,2363808.339
2015-04-02T05:00:00,32560683.31,5135856.818,7172121.711,3817332.869,1391275.512,2642711.023
2015-04-02T06:00:00,36780570.46,5833668.555,8220420.135,4236984.228,1531562.397,3006043.456
2015-04-02T07:00:00,38590877.22,5924963.999,8765860.556,4334055.929,1582414.342,3180720.007
2015-04-02T08:00:00,38436477.66,5759803.2,8677686.232,4308707.023,1553170.278,3061669.936
2015-04-02T09:00:00,38652655.21,5709421.577,8627516.16,4181764.812,1514005.07,2939976.827
2015-04-02T10:00:00,36355771.31,5419072.236,8519582.086,4177539.062,1538815.922,2907374.595
2015-04-02T11:00:00,36784010.4,5211123.336,8291836.278,4142212.595,1468888.254,2914875.43
2015-04-02T12:00:00,37521078.52,5412510.494,8348909.423,4167791.299,1442112.99,2973042.867
2015-04-02T13:00:00,37657544.53,5628777.871,8484438.112,4351355.726,1528196.986,3067972.219
2015-04-02T14:00:00,37754023.41,5837682.924,8611395.816,4561902.045,1571287.067,3228248.317
2015-04-02T15:00:00,37184792.72,5995667.058,8626575.392,4823209.085,1586862.334,3360950.168
2015-04-02T16:00:00,37091844.26,6204508.947,8594744.886,5003949.396,1633562.684,3359208.783
2015-04-02T17:00:00,37578946.67,6494287.037,9153044.33,5404748.082,1710567.164,3608324.611
2015-04-02T18:00:00,37601324.29,6518524.014,9255956.373,5656768.316,1796351.941,3646491.624
2015-04-02T19:00:00,35145816.59,6115911.815,8594471.796,5401717.825,1692964.121,3427020.452
2015-04-02T20:00:00,32061459.76,5597575.526,7869275.5,5035775.167,1568835.798,3179507.806
2015-04-02T21:00:00,29565602.5,5142856.799,7130195.88,4685018.52,1455352.023,2917118.859
2015-04-02T22:00:00,27010707.8,4569213.679,6432458.182,4079743.349,1318244.562,2599596.124
2015-04-02T23:00:00,25029648.96,4179400.235,5808912.235,3738891.058,1216246.245,2339229.122
2015-04-03T00:00:00,23943887.45,3957644.126,5506737.524,3513677.792,1157900.921,2193688.548
2015-04-03T01:00:00,23600623.13,3892648.595,5384768.414,3384101.44,1140257.246,2134513.377
2015-04-03T02:00:00,23491887.96,3840721.12,5446629.583,3265967.067,1138062.648,2110829.644
2015-04-03T03:00:00,24480832.23,4025887.212,5706117.64,3209043.855,1157200.303,2185325.275
2015-04-03T04:00:00,27742238.58,4505509.319,6369650.371,3333141.976,1264011.996,2338480.245
2015-04-03T05:00:00,31441693.52,5127799.082,7147434.097,3626369.028,1394152.207,2548509.032
2015-04-03T06:00:00,35548325.02,5844486.852,8077505.399,4248100.51,1542627.284,2897879.97
2015-04-03T07:00:00,37030846.3,6079043.427,8601598.962,4533752.489,1584494.633,3046237.321
2015-04-03T08:00:00,36643996.93,5852856.165,8683973.757,4440949.621,1557896.113,2970734.322
2015-04-03T09:00:00,36693532.99,5852048.021,8720535.566,4342222.032,1494768.058,2808047.91
2015-04-03T10:00:00,34941155.64,5471390.384,8513956.295,4189681.23,1492087.288,2748357.692
2015-04-03T11:00:00,35110114.04,5174910.854,8306286.286,4011987.861,1469415.505,2780458.485
2015-04-03T12:00:00,35381720.67,5269931.717,8217243.707,4226204.365,1468132.32,2793504.196
2015-04-03T13:00:00,35447791.62,5435988.556,8296313.412,4401352.311,1438529.138,2802291.812
2015-04-03T14:00:00,35420448.41,5642625.137,8439079.254,4420674.176,1466047.803,2944104.081
2015-04-03T15:00:00,35276701,5763993.337,8562556.677,4572667.641,1509168.995,3110865.897
2015-04-03T16:00:00,35673900.56,6014736.921,8730150.33,4568889.376,1600998.726,3247322.14
2015-04-03T17:00:00,37019788.16,6389422.217,9312364.094,4949477.529,1694671.171,3473259.054
2015-04-03T18:00:00,36644079.48,6334444.028,9373665.919,5085013.077,1763362.475,3541372.996
2015-04-03T19:00:00,34343844.62,5823191.518,8744136.328,4774751.864,1672827.74,3321457.24
2015-04-03T20:00:00,31596648.19,5386358.8,8167464.404,4413592.776,1571278.923,3091074.079
2015-04-03T21:00:00,29294010.82,4922895.539,7462711.534,4042172.68,1450676.918,2844651.026
2015-04-03T22:00:00,23981023.77,4011544.489,6013222.576,3461798.619,1209029.112,2340496.286
2015-04-03T23:00:00,22241474.16,3632964.263,5481075.118,3052090.116,1120179.263,2108279.268
2015-04-04T00:00:00,21243828.81,3444236.118,5213016.93,2835228.011,1073362.735,2004605.818
2015-04-04T01:00:00,20623370.36,3363218.915,5088992.438,2765330.479,1053175.935,1955797.789
2015-04-04T02:00:00,20193930.07,3322440.455,5046246.992,2779130.127,1051304.209,1957782.471
2015-04-04T03:00:00,20313328.1,3337701.365,5158645.4,2782400.444,1071286.541,1993535.239
2015-04-04T04:00:00,21116385.11,3502645.706,5322868.102,2850787.648,1121617.92,2050940.393
2015-04-04T05:00:00,22516484.13,3693506.449,5760074.099,3142892.642,1199777.669,2200815.913
2015-04-04T06:00:00,24896943.97,4075379.499,6454910.578,3575710.293,1325899.816,2497385.993
2015-04-04T07:00:00,26303585.99,4378625.184,6921869.375,3791999.318,1398357.748,2683668.163
2015-04-04T08:00:00,26147672.51,4441211.036,7034913.349,3804907.999,1395869.391,2709446.503
2015-04-04T09:00:00,25985380.73,4391317.446,7051870.66,3656374.938,1363833.271,2688652.599
2015-04-04T10:00:00,25207439.86,4257403.957,7096465.687,3654445.262,1397857.581,2728702.926
2015-04-04T11:00:00,24515369.43,4048399.223,6901099.146,3573576.515,1318162.211,2680825.105
2015-04-04T12:00:00,23978694.46,4084560.147,6859712.77,3557468.208,1244075.387,2674207.109
2015-04-04T13:00:00,24357408.13,4169794.672,7023392.544,3593122.383,1276968.186,2666319.33
2015-04-04T14:00:00,24753418.29,4431275.126,7236480.22,3748363.126,1344360.045,2770026.462
2015-04-04T15:00:00,25852948.09,4622692.759,7833049.091,3744062.129,1431478.215,2828658.526
2015-04-04T16:00:00,26931226.02,4882450.01,8035010.303,3989509.228,1459459.927,2893603.723
2015-04-04T17:00:00,28248530.81,5125983.505,8536546.992,4390007.342,1478014.83,3119822.713
2015-04-04T18:00:00,28321759.73,5001396.013,8555533.854,4491305.366,1558154.891,3235216.771
2015-04-04T19:00:00,26323069.11,4638355.087,7974134.598,4149860.574,1475729.534,3026510.51
2015-04-04T20:00:00,24523277.22,4377599.994,7360088.736,3876286.344,1382938.444,2798749.286
2015-04-04T21:00:00,23021689.02,4095587.035,6445873.228,3813508.715,1304570.87,2592145.706
2015-04-04T22:00:00,20626085.08,3573080.966,6250902.316,2967673.381,1185022.857,2364553.555
2015-04-04T23:00:00,18742600.78,3334249.003,5536700.391,2830456.68,1099565.236,2157569.843
2015-04-05T00:00:00,17668574.61,3176191.566,5197602.629,2649636.677,1053689.187,2022632.737
2015-04-05T01:00:00,17013971.95,3062805.088,4992192.149,2530684.303,1033026.639,1960629.152
2015-04-05T02:00:00,16707710.06,3019063.946,4875058.534,2499011.178,1021917.412,1934981.716
2015-04-05T03:00:00,16771551.88,3005529.835,4896509.656,2503132.123,1035428.356,1932618.172
2015-04-05T04:00:00,17069025.56,3044634.524,4932036.216,2463146.565,1060556.806,1943462.78
2015-04-05T05:00:00,17579327.1,3176177.453,5172214.14,2550799.884,1100412.272,2059427.496
2015-04-05T06:00:00,19308783.94,3509583.401,5769238.309,2797664.065,1220254.208,2425855.731
2015-04-05T07:00:00,20934149.92,3843500.246,6313740.644,3250434.224,1298495.743,2562619.692
2015-04-05T08:00:00,21816197.99,4042057.963,6823032.734,3272513.363,1368214.457,2680107.588
2015-04-05T09:00:00,22527933.01,4126434.784,7132376.914,3439077.447,1351940.313,2645961.36
2015-04-05T10:00:00,22391047.49,4034202.967,7098001.509,3591392.114,1215123.161,2536480.331
2015-04-05T11:00:00,21308252.13,3672808.493,6689359.445,3196890.556,1089789.288,2291140.234
2015-04-05T12:00:00,20873633.87,3567609.025,6316629.767,2752676.402,1091320.197,2085730.86
2015-04-05T13:00:00,20941676,3674062.064,6319387.39,2868256.65,1127150.404,2111643.284
2015-04-05T14:00:00,21197562.06,3865347.371,6468738.5,3127467.646,1165297.412,2227054.175
2015-04-05T15:00:00,21650241.77,4005240.627,6667384.911,3162675.945,1236863.24,2433472.553
2015-04-05T16:00:00,22521767.86,4153515.96,6737453.944,3289731.299,1306709.533,2495137.405
2015-04-05T17:00:00,23679375.52,4461204.159,7194648.935,3598425.83,1364208.876,2680662.683
2015-04-05T18:00:00,24732326.94,4677709.6,7503546.462,3839489.618,1444342.04,2877182.901
2015-04-05T19:00:00,23998578.7,4507966.844,7276127.827,3748732.088,1405339.44,2813702.93
2015-04-05T20:00:00,22638956.01,4284066.174,6925057.955,3642291.074,1344631.437,2697183.933
2015-04-05T21:00:00,20859598.97,3949479.397,6459780.415,3294543.886,1265854.633,2535592.721
2015-04-05T22:00:00,22150312.69,3957238.401,6275232.759,3433699.003,1250846.517,2522701.865
2015-04-05T23:00:00,20068250.97,3639248.406,5621547.241,3089638.752,1151393.596,2285323.517
2015-04-06T00:00:00,19038833.6,3427122.108,5273721.153,2936627.672,1104192.238,2141221.419
2015-04-06T01:00:00,18427369.34,3349700.545,5103923.083,2824640.562,1078023.856,2083889.773
2015-04-06T02:00:00,18264781.39,3308185.034,5068821.633,2740150.849,1069978.03,2058373.593
2015-04-06T03:00:00,18745302.85,3365113.441,5173742.719,2805098.868,1086453.888,2093639.596
2015-04-06T04:00:00,19654709.77,3511140.199,5381158.21,2897584.152,1140288.305,2152630.953
2015-04-06T05:00:00,20523747.92,3674239.492,5715688.612,3132398.603,1196755.025,2303914.374
2015-04-06T06:00:00,22771969.93,4014706.734,6471731.753,3507208.591,1328788.102,2625791.589
2015-04-06T07:00:00,24387969.79,4224121.474,7117135.164,3749125.712,1398549.575,2826210.625
2015-04-06T08:00:00,24537621.29,4196398.788,7214907.053,3787571.609,1393271.616,2876160.602
2015-04-06T09:00:00,24913812.87,4234012.608,7272811.472,3945251.471,1349667.124,2776628.298
2015-04-06T10:00:00,24938761.89,4262194.783,7228870.999,3924522.227,1338032.324,2722243.905
2015-04-06T11:00:00,24372149.1,4121343.315,6841521.272,3994339.404,1295537.026,2540710.059
2015-04-06T12:00:00,24073409.04,3966663.602,6863282.026,3572734.864,1267932.987,2333021.314
2015-04-06T13:00:00,24199906.43,4055472.236,6895679.52,3645803.715,1279574.068,2457174.172
2015-04-06T14:00:00,24666892.11,4148128.915,7178006.353,3817896.58,1327470.362,2579978.871
2015-04-06T15:00:00,25330558.28,4357512.824,7525627.494,3844089.927,1383314.97,2725168.097
2015-04-06T16:00:00,26561083.07,4654517.826,7804065.159,3986459.722,1449813.167,2846867.773
2015-04-06T17:00:00,28380493.72,5124592.317,8395875.198,4338306.02,1529685.958,3116430.103
2015-04-06T18:00:00,29180539.04,5335917.579,8715102.633,4664959.355,1634652.547,3375903.29
2015-04-06T19:00:00,28115604.05,5108056.72,8420095.559,4517396.952,1593161.844,3278359.563
2015-04-06T20:00:00,26196890.62,4779416.212,7821971.607,4145200.78,1501452.06,3091362.292
2015-04-06T21:00:00,23979279.04,4355884.5,7096867.889,3820660.598,1388425.828,2817990.778
2015-04-06T22:00:00,22443831.28,3879098.559,6165122.322,3348425.358,1230517.358,2465264.974
2015-04-06T23:00:00,20552130.2,3524687.336,5571628.976,3002777.36,1119318.056,2220622.325
2015-04-07T00:00:00,19727560.31,3356868.915,5264283.423,2845016.549,1075203.21,2089699.328
2015-04-07T01:00:00,19476089.85,3311714.329,5173055.682,2741065.566,1056886.822,2038412.369
2015-04-07T02:00:00,19564357.67,3336353.609,5201883.849,2753830.567,1054694.477,2040803.518
2015-04-07T03:00:00,21457109.73,3548453.877,5476312.375,2908105.401,1093937.629,2134587.77
2015-04-07T04:00:00,25980435.37,4179769.813,6181803.225,3129890.197,1198258.297,2324655.991
2015-04-07T05:00:00,30566746.87,4916093.024,7138614.343,3550267.107,1317721.916,2611213.866
2015-04-07T06:00:00,35501123.49,5723634.997,8358838.087,4128880.073,1462156.024,3061499.99
2015-04-07T07:00:00,37368599.76,5994317.044,9118609.892,4318072.711,1549901.626,3233675.516
2015-04-07T08:00:00,37204104.02,6122844.15,9268647.694,4146979.431,1460313.827,3165405.368
2015-04-07T09:00:00,37357498.7,6015228.512,9226613.974,4468472.769,1450644.858,3157739.582
2015-04-07T10:00:00,35315081.92,5752426.73,8948476.137,4367317.902,1444171.571,3128619.337
2015-04-07T11:00:00,35749822.06,5588911.29,8734506.873,4513343.789,1453365.704,3159372.327
2015-04-07T12:00:00,36630455.39,5578300.123,9059097.019,4238233.634,1456623.921,2993468.641
2015-04-07T13:00:00,36817633.9,5774122.274,9323915.611,4371313.474,1500268.801,3047629.363
2015-04-07T14:00:00,36763823.58,5821632.634,9399333.219,4414152.295,1537818.019,3166224.009
2015-04-07T15:00:00,36638867.92,5916810.864,9519844.514,4540236.674,1599513.849,3205894.576
2015-04-07T16:00:00,36532162.48,6001464.43,9546732.054,4792695.014,1592351.295,3341226.356
2015-04-07T17:00:00,37342226.22,6193951.518,10129762.87,5180625.154,1674216.032,3642701.793
2015-04-07T18:00:00,37627132.44,6251455.757,10277097.67,5273552.862,1772042.898,3776096.377
2015-04-07T19:00:00,35544544.14,5812375.808,9641210.243,4846438.14,1682052.628,3548588.656
2015-04-07T20:00:00,32280940.03,5317224.72,8798784.612,4394271.806,1555538.343,3263347.202
2015-04-07T21:00:00,29317697.34,4846319.586,7827349.283,4002808.513,1417341.159,2920902.653
2015-04-07T22:00:00,26754103.71,4339842.715,6968375.076,3463732.927,1272685.406,2583385.271
2015-04-07T23:00:00,24576945.75,3915146.878,6270887.078,3175286.018,1164753.146,2320014.588
2015-04-08T00:00:00,23582009.26,3781101.638,5939701.091,3013837.72,1113326.578,2179305.818
2015-04-08T01:00:00,23377953.57,3664364.068,5778035.408,2939283.951,1093036.387,2147862.438
2015-04-08T02:00:00,23526958.42,3666662.545,5798234.055,2964210.582,1097591.272,2150800.517
2015-04-08T03:00:00,24788894.74,3891626.412,6052692.894,3100626.092,1131920.09,2228832.333
2015-04-08T04:00:00,28165120.02,4412453.151,6737654.592,3329323.006,1251136.305,2437543.878
2015-04-08T05:00:00,32748961.69,5125584.745,7801486.634,3833544.152,1432546.08,2844990.283
2015-04-08T06:00:00,37149533.7,5876967.804,8855612.768,4343595.489,1558588.513,3196746.429
2015-04-08T07:00:00,38494907.56,6087958.259,9403433.956,4559167.715,1582230.762,3199918.647
2015-04-08T08:00:00,38286466.37,5976160.019,9344288.721,4399365.083,1524212.571,3157406.4
2015-04-08T09:00:00,38031576.69,5940258.635,9344517.784,4189245.702,1489529.329,3083430.193
2015-04-08T10:00:00,36115755.46,5535020.187,9212113.584,4297858.542,1473247.348,3089565.557
2015-04-08T11:00:00,36051709.68,5467193.795,8960578.987,4185631.66,1438354.105,3171137.658
2015-04-08T12:00:00,36756540.75,5761818.546,9069439.758,4187151.946,1426521.61,3025116.396
2015-04-08T13:00:00,36820423.55,5908454.536,9282269.394,4219706.234,1436676.175,3051332.279
2015-04-08T14:00:00,36997569.15,5878638.499,9454054.402,4491350.391,1471034.645,3277953.345
2015-04-08T15:00:00,36656485.91,5949463.21,9476966.707,4586831.401,1528102.149,3294182.705
2015-04-08T16:00:00,36610325.78,6124520.949,9540365.081,4652618.29,1584053.168,3343749.604
2015-04-08T17:00:00,37471625.79,6294177.164,10147561.47,5131311.688,1674527.426,3682486.883
2015-04-08T18:00:00,37608885.59,6062726.417,10517690.54,5410340.43,1776771.933,3844816.295
2015-04-08T19:00:00,35595516.9,5682187.84,9752377.664,5099098.231,1683280.807,3608061.038
2015-04-08T20:00:00,32476528.02,5369651.182,8827437.405,4424612.255,1561162.202,3279287.636
2015-04-08T21:00:00,29662835.6,4905955.092,7673663.541,4242441.561,1424337.769,2936474.324
2015-04-08T22:00:00,26553756,4412670.663,6812785.642,3495135.753,1269306.137,2616617.045
2015-04-08T23:00:00,24590436.87,4141111.732,5995531.374,3332122.346,1167437.31,2371869.209
2015-04-09T00:00:00,23578984.27,3945339.407,5818978.569,3032211.895,1115616.416,2232554.755
2015-04-09T01:00:00,23287502.87,3849216.442,5344439.38,3292473.727,1097027.915,2186704.463
2015-04-09T02:00:00,23477635.1,3867531.326,5348650.805,3250407.48,1100091.435,2178344.434
2015-04-09T03:00:00,24902721.75,4050082.832,5611488.388,3355604.238,1127122.413,2263338.347
2015-04-09T04:00:00,28296247.17,4527719.961,6269031.736,3651708.354,1244442.353,2454194.405
2015-04-09T05:00:00,32359273.17,5238108.349,7332145.339,4225628.921,1416180.323,2841828.718
2015-04-09T06:00:00,36526606.08,5883775.318,8220411.393,4768659.491,1540178.541,3121423.11
2015-04-09T07:00:00,38260605.15,5985094.99,8720957.649,4864879.773,1550847.278,3319931.038
2015-04-09T08:00:00,37982395.12,5807192.752,8745147.735,4446876.149,1498981.83,3192156.312
2015-04-09T09:00:00,37851056.75,5716863.176,8715432.531,4661795.353,1463608.221,3166382.861
2015-04-09T10:00:00,35826313.23,5383919.597,8568918.187,4783402.551,1442781.08,3069670.498
2015-04-09T11:00:00,36057539.26,5174794.746,8407100.961,4726184.609,1414927.963,3022395.889
2015-04-09T12:00:00,37026307.72,5404068.295,8465299.19,4585109.627,1412963.77,3092242.421
2015-04-09T13:00:00,37256872.24,5659248.649,8414632.857,4601416.203,1421304.312,3154702.879
2015-04-09T14:00:00,37340523.67,5867791.362,8552009.784,4661223.098,1460953.605,3207715.357
2015-04-09T15:00:00,37017516.46,6049718.041,8743986.051,4701664.327,1528735.753,3337494.404
2015-04-09T16:00:00,36672078.34,6208627.517,8850803.393,4780576.032,1613273.129,3407994.315
2015-04-09T17:00:00,37469482.33,6444054.191,9481283.121,5278708.616,1678244.883,3664761.521
2015-04-09T18:00:00,37787484.26,6503146.955,9750341.303,5472992.06,1780923.114,3824988.836
2015-04-09T19:00:00,35330502.93,6070455.943,9143172.911,5067064.615,1686232.15,3601890.088
2015-04-09T20:00:00,32360816.71,5536818.354,8350904.742,4621251.256,1559457.165,3303038.71
2015-04-09T21:00:00,29752935.74,5008730.08,7530284.369,4215451.979,1428489.517,2976069.351
2015-04-09T22:00:00,26940762.07,4495974.376,6722450.196,3663594.615,1288094.384,2661442.601
2015-04-09T23:00:00,24820065.02,4144642.212,6030128.215,3261817.554,1175702.319,2401120.02
2015-04-10T00:00:00,23767998.94,3960311.614,5661160.048,3151388.847,1128319.559,2262572.161
2015-04-10T01:00:00,23251964.69,3857820.459,5521582.178,3033286.939,1102222.605,2206599.042
2015-04-10T02:00:00,23401897.95,3862430.649,5523524.942,3119028.294,1103022.086,2206973.268
2015-04-10T03:00:00,24608211.41,3999777.79,5791258.788,3164503.808,1144334.609,2293901.133
2015-04-10T04:00:00,27941042.67,4511345.209,6421338.143,3467428.589,1256320.95,2483207.008
2015-04-10T05:00:00,32101446.32,5223294.062,7457820.105,3930301.643,1421968.423,2875513.533
2015-04-10T06:00:00,36230261.34,5836010.341,8354030.339,4362688.293,1544509.482,3181372.164
2015-04-10T07:00:00,37676622.94,6005851.643,8735981.936,4462390.828,1563233.814,3276784.528
2015-04-10T08:00:00,37470071.1,5691873.597,8997325.683,4123196.696,1512537.079,3146148.421
2015-04-10T09:00:00,37362678.37,5601436.589,8937991.572,4047648.13,1482199.303,3031168.278
2015-04-10T10:00:00,35298782.37,5170037.878,8788065.254,3964259.579,1467682.274,3048027.696
2015-04-10T11:00:00,35395487.69,5015419.056,8664841.046,4004704.537,1437095.345,2987374.371
2015-04-10T12:00:00,36108953.71,5319112.956,8715589.746,3898281.033,1421282.281,3011393.336
2015-04-10T13:00:00,36445261.11,5435963.484,8751371.025,3953758.163,1429373.137,3083407.108
2015-04-10T14:00:00,36307988.2,5603481.796,8835172.273,4243983.888,1462858.569,3223150.577
2015-04-10T15:00:00,35612891.56,5683795.141,8923300.823,4357358.995,1549815.391,3347010.364
2015-04-10T16:00:00,35404395.39,5805034.095,9096598.029,4628228.748,1603412.338,3484774.039
2015-04-10T17:00:00,36192259.43,6113305.283,9730827.054,4998106.054,1684530.417,3775633.511
2015-04-10T18:00:00,36305537.22,6158068.547,10048502.93,5230992.766,1774306.074,3955851.865
2015-04-10T19:00:00,34074497.34,5726617.057,9390573.2,4918137.357,1681368.406,3723382.823
2015-04-10T20:00:00,31252205.07,5249462.431,8601194.028,4400839.261,1560043.142,3420322.029
2015-04-10T21:00:00,28916868.07,4802714.547,7793726.541,4012942.461,1437733.141,3112714.141
2015-04-10T22:00:00,24265617.82,3871866.007,6311423.506,3273602.662,1197788.536,2410015.183
2015-04-10T23:00:00,22548019.63,3565137.126,5726008.036,3016837.761,1106301.908,2177620.329
2015-04-11T00:00:00,21566603.61,3412450.645,5433474.076,2878196.637,1063216.089,2064389.388
2015-04-11T01:00:00,21059923.52,3308697.05,5294857.014,2771448.945,1044698.369,1998826.066
2015-04-11T02:00:00,21097246.84,3255252.256,5266993.958,2742145.604,1036482.4,1984168.307
2015-04-11T03:00:00,21181576.21,3280235.548,5342115.852,2793938.694,1054262.728,2043432.664
2015-04-11T04:00:00,22044690.02,3406573.105,5521009.079,2901393.985,1110580.606,2143739.65
2015-04-11T05:00:00,23747832.95,3696978.001,6122162.787,3295315.538,1218331.264,2397768.263
2015-04-11T06:00:00,26598704.38,4093270.513,7004550.803,3671544.824,1340472.248,2707798.649
2015-04-11T07:00:00,28228613.78,4275336.18,7548057.447,3751629.287,1378970.578,2869375.107
2015-04-11T08:00:00,28312024.66,4189719.103,7412927.096,3764811.676,1347268.194,2793780.582
2015-04-11T09:00:00,27901770.24,4072649.118,7374144.277,3788257.894,1328496.516,2692393.695
2015-04-11T10:00:00,26566229.42,3810326.838,7495633.243,3647867.031,1305595.971,2681388.934
2015-04-11T11:00:00,25842085.79,3662463.912,7247043.226,3540236.227,1269254.458,2616103.238
2015-04-11T12:00:00,25902852.6,3614059.685,7161326.743,3448539.63,1244198.844,2624339.196
2015-04-11T13:00:00,25915302.52,3831821.46,7156080.628,3462680.626,1260148.816,2642359.123
2015-04-11T14:00:00,25961214.22,3963428.592,7283347.628,3612650.122,1290138.268,2752303.403
2015-04-11T15:00:00,26550921.56,4231333.002,7480612.252,3823680.377,1353988.229,2894309.998
2015-04-11T16:00:00,26983455.76,4427753.349,7653085.217,3970414.945,1391032.276,2957314.024
2015-04-11T17:00:00,27801497.36,4716070.131,8153000.453,4345485.342,1445402.29,3153080.033
2015-04-11T18:00:00,28543304.28,4967964.086,8486349.182,4572742.279,1543330.616,3336316.629
2015-04-11T19:00:00,27050897.69,4593973.594,7894170.248,4273964.262,1458481.428,3107803.163
2015-04-11T20:00:00,25226930.07,4237322.88,7371404.897,3985036.215,1364876.673,2838357.475
2015-04-11T21:00:00,23911947.91,3915894.194,6800001.321,3615733.534,1278673.278,2640093.782
