investsteps,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2060,2065,2070,2075,2080,2085,2090,2095,2100,2065,2070,2075,2080,2085,2090,2095,2100,2070,2075,2080,2085,2090,2095,2100,2075,2080,2085,2090,2095,2100,2080,2085,2090,2095,2100,2085,2090,2095,2100,2090,2095,2100,2095,2100,2100
vintagesteps,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2045,2045,2045,2045,2045,2045,2045,2045,2045,2045,2045,2045,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2055,2055,2055,2055,2055,2055,2055,2055,2055,2055,2060,2060,2060,2060,2060,2060,2060,2060,2060,2065,2065,2065,2065,2065,2065,2065,2065,2070,2070,2070,2070,2070,2070,2070,2075,2075,2075,2075,2075,2075,2080,2080,2080,2080,2080,2085,2085,2085,2085,2090,2090,2090,2095,2095,2100
nuclear,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
